V1,V2
DB00361,P06727
DB00361,P08185
DB00361,P08603
DB00361,P08697
DB00361,P0C0L5
DB00361,P10412
DB00361,P10997
DB00361,P12814
DB00361,P14550
DB00361,P15814
DB00361,P17174
DB00361,P22626
DB00361,P23246
DB00361,P29034
DB00361,P29622
DB00361,P31942
DB00361,P31946
DB00361,P35527
DB00361,P35858
DB00361,P35908
DB00361,P37840
DB00361,P42858
DB00361,P43487
DB00361,P45973
DB00361,P48723
DB00361,P50213
DB00361,P51693
DB00361,P51858
DB00361,P51884
DB00361,P60842
DB00361,P68871
DB00361,Q0VD83
DB00361,Q15428
DB00361,Q969S2
DB00361,Q96FI4
DB00361,Q99497
DB00361,Q9UHF0
DB00363,O15440
DB00363,P10768
DB00363,P23297
DB00363,P35754
DB00363,P46439
DB00363,P80511
DB00363,Q16775
DB00363,Q7Z2Z2
DB00363,Q99584
DB00363,Q9NS18
DB00363,Q9Y2Q3
DB00364,O14556
DB00364,O14618
DB00364,O14791
DB00364,O15304
DB00364,O15350
DB00364,O75636
DB00364,P00450
DB00364,P00736
DB00364,P00738
DB00364,P00739
DB00364,P00748
DB00364,P00751
DB00364,P01009
DB00364,P01011
DB00364,P01019
DB00364,P01024
DB00364,P01031
DB00364,P01042
DB00364,P01591
DB00364,P02533
DB00364,P02538
DB00364,P02649
DB00364,P02652
DB00364,P02743
DB00364,P02746
DB00364,P02747
DB00364,P02751
DB00364,P02765
DB00364,P02787
DB00364,P02790
DB00364,P02795
DB00364,P03951
DB00364,P03952
DB00364,P04003
DB00364,P04075
DB00364,P04114
DB00364,P04217
DB00364,P04264
DB00364,P04279
DB00364,P05109
DB00364,P06396
DB00364,P06702
DB00364,P06733
DB00364,P07357
DB00364,P07360
DB00364,P08185
DB00364,P08603
DB00364,P08620
DB00364,P08700
DB00364,P08779
DB00364,P0C0L5
DB00364,P10909
DB00364,P13645
DB00364,P13647
DB00364,P14923
DB00364,P15169
DB00364,P15531
DB00364,P15924
DB00364,P16455
DB00364,P20851
DB00364,P22792
DB00364,P25713
DB00364,P29034
DB00364,P29372
DB00364,P29622
DB00364,P30101
DB00364,P35527
DB00364,P35858
DB00364,P35908
DB00364,P41238
DB00364,P45381
DB00364,P46736
DB00364,P46939
DB00364,P49411
DB00364,P49908
DB00364,P51693
DB00364,P56524
DB00364,P60174
DB00364,P68104
DB00364,P78330
DB00364,P81605
DB00364,Q00987
DB00364,Q02383
DB00364,Q06481
DB00364,Q06830
DB00364,Q0VD83
DB00364,Q14624
DB00364,Q8N907
DB00364,Q9BY41
DB00366,P04271
DB00366,P07202
DB00366,P11473
DB00366,P23297
DB00366,P27487
DB00366,P35398
DB00366,P80511
DB00366,Q99584
DB00366,Q9ULY5
DB00367,O14521
DB00367,O14556
DB00367,O14618
DB00367,O14791
DB00367,O15304
DB00367,O15350
DB00367,O60359
DB00367,O60656
DB00367,O75340
DB00367,O75636
DB00367,O95718
DB00367,P00367
DB00367,P00450
DB00367,P00736
DB00367,P00739
DB00367,P01011
DB00367,P01023
DB00367,P01031
DB00367,P01591
DB00367,P02533
DB00367,P02538
DB00367,P02652
DB00367,P02743
DB00367,P02746
DB00367,P02747
DB00367,P02765
DB00367,P02766
DB00367,P02787
DB00367,P02795
DB00367,P04003
DB00367,P04004
DB00367,P04196
DB00367,P04217
DB00367,P04264
DB00367,P04279
DB00367,P04731
DB00367,P05109
DB00367,P05546
DB00367,P06702
DB00367,P06727
DB00367,P07202
DB00367,P07357
DB00367,P07360
DB00367,P08185
DB00367,P08603
DB00367,P08700
DB00367,P08779
DB00367,P0C0L5
DB00367,P11678
DB00367,P13645
DB00367,P13647
DB00367,P14923
DB00367,P15169
DB00367,P15531
DB00367,P15924
DB00367,P16083
DB00367,P16455
DB00367,P20851
DB00367,P22792
DB00367,P24046
DB00367,P25713
DB00367,P29034
DB00367,P29622
DB00367,P30101
DB00367,P30968
DB00367,P31151
DB00367,P35527
DB00367,P35858
DB00367,P35908
DB00367,P41238
DB00367,P45381
DB00367,P46597
DB00367,P46736
DB00367,P46939
DB00367,P48039
DB00367,P49411
DB00367,P49908
DB00367,P50453
DB00367,P51693
DB00367,P62955
DB00367,P68104
DB00367,P78330
DB00367,P78559
DB00367,P81605
DB00367,Q02383
DB00367,Q06481
DB00367,Q0VD83
DB00367,Q14624
DB00367,Q7Z3S7
DB00367,Q8N907
DB00367,Q8WXS5
DB00367,Q92753
DB00367,Q9BXT2
DB00367,Q9BY41
DB00367,Q9UBN1
DB00367,Q9UF02
DB00368,O95363
DB00368,Q99705
DB00368,Q9NSD9
DB00368,Q9UHI5
DB00368,Q9Y285
DB00370,P23297
DB00370,P29034
DB00370,P80511
DB00370,Q99584
DB00371,P24046
DB00371,Q92731
DB00374,O43252
DB00374,O43708
DB00374,O95864
DB00374,P00325
DB00374,P09466
DB00374,P17050
DB00374,P84077
DB00374,Q14643
DB00374,Q96RI1
DB00374,Q9NPH2
DB00374,Q9NXB9
DB00374,Q9NYP7
DB00378,O00305
DB00378,O00555
DB00378,O14764
DB00378,O43497
DB00378,O60359
DB00378,O60840
DB00378,O75311
DB00378,O95180
DB00378,P05093
DB00378,P07288
DB00378,P08235
DB00378,P10109
DB00378,P14867
DB00378,P15538
DB00378,P18405
DB00378,P18505
DB00378,P18507
DB00378,P19099
DB00378,P23415
DB00378,P24046
DB00378,P28472
DB00378,P30968
DB00378,P31213
DB00378,P31644
DB00378,P34903
DB00378,P41145
DB00378,P47712
DB00378,P47869
DB00378,P47870
DB00378,P48167
DB00378,P48169
DB00378,P54284
DB00378,P54289
DB00378,P62955
DB00378,P78334
DB00378,Q00975
DB00378,Q01668
DB00378,Q02641
DB00378,Q06432
DB00378,Q08289
DB00378,Q13698
DB00378,Q13936
DB00378,Q15878
DB00378,Q16445
DB00378,Q7Z3S7
DB00378,Q8N1C3
DB00378,Q8WXS5
DB00378,Q99928
DB00378,Q9BXT2
DB00378,Q9H8P0
DB00378,Q9P0X4
DB00378,Q9UBN1
DB00378,Q9UF02
DB00378,Q9UN88
DB00378,Q9Y698
DB00379,Q13003
DB00379,Q16099
DB00379,Q16478
DB00382,O14939
DB00382,O43772
DB00382,O76082
DB00382,O95477
DB00382,P00326
DB00382,P00395
DB00382,P00403
DB00382,P00414
DB00382,P09669
DB00382,P10176
DB00382,P10606
DB00382,P13073
DB00382,P14854
DB00382,P15954
DB00382,P19838
DB00382,P20674
DB00382,P22830
DB00382,P24310
DB00382,P24311
DB00382,P43155
DB00382,P50416
DB00382,P51161
DB00382,P98066
DB00382,Q00653
DB00382,Q02221
DB00382,Q13393
DB00382,Q8TDU6
DB00382,Q9H015
DB00382,Q9UKG9
DB00382,Q9Y5K3
DB00385,P02763
DB00385,P02768
DB00385,P07437
DB00385,P68366
DB00385,Q12809
DB00385,Q14978
DB00388,O15547
DB00388,P15382
DB00388,P17658
DB00388,P22001
DB00388,P22459
DB00388,P43657
DB00388,P48547
DB00388,P51575
DB00388,P51582
DB00388,P56696
DB00388,Q03721
DB00388,Q13303
DB00388,Q14003
DB00388,Q14721
DB00388,Q14722
DB00388,Q15391
DB00388,Q16322
DB00388,Q6PIU1
DB00388,Q86VZ1
DB00388,Q8NCM2
DB00388,Q8TAE7
DB00388,Q8TDN1
DB00388,Q8TDN2
DB00388,Q92953
DB00388,Q93086
DB00388,Q96G91
DB00388,Q96KK3
DB00388,Q96L42
DB00388,Q96PR1
DB00388,Q99571
DB00388,Q99572
DB00388,Q99677
DB00388,Q9BPV8
DB00388,Q9BQ31
DB00388,Q9H3M0
DB00388,Q9NR82
DB00388,Q9NSA2
DB00388,Q9UIX4
DB00388,Q9UJ90
DB00388,Q9UJ96
DB00388,Q9ULD8
DB00388,Q9UQ05
DB00388,Q9Y6H6
DB00389,P10275
DB00391,O15530
DB00391,Q6FHJ7
DB00392,O00222
DB00392,O14841
DB00392,O14920
DB00392,O15067
DB00392,O15111
DB00392,O15382
DB00392,O94925
DB00392,O95954
DB00392,P00367
DB00392,P00505
DB00392,P07814
DB00392,P08243
DB00392,P15104
DB00392,P17174
DB00392,P17735
DB00392,P38435
DB00392,P43003
DB00392,P43004
DB00392,P48506
DB00392,P48507
DB00392,P48637
DB00392,P48664
DB00392,P49448
DB00392,P49915
DB00392,P54687
DB00392,P54886
DB00392,Q04609
DB00392,Q05932
DB00392,Q07075
DB00392,Q13255
DB00392,Q14831
DB00392,Q14833
DB00392,Q5JPH6
DB00392,Q6IA69
DB00392,Q8N159
DB00392,Q8N5Z0
DB00392,Q9UDR5
DB00392,Q9UI32
DB00392,Q9Y617
DB00392,Q9Y646
DB00393,P20648
DB00393,Q02127
DB00394,P19099
DB00394,Q9H8P0
DB00396,O00217
DB00396,O00483
DB00396,O14521
DB00396,O14556
DB00396,O14561
DB00396,O14618
DB00396,O14791
DB00396,O15239
DB00396,O15304
DB00396,O43181
DB00396,O43674
DB00396,O43676
DB00396,O43677
DB00396,O43678
DB00396,O43837
DB00396,O43920
DB00396,O60701
DB00396,O75251
DB00396,O75306
DB00396,O75340
DB00396,O75380
DB00396,O75438
DB00396,O75636
DB00396,O95139
DB00396,O95167
DB00396,O95168
DB00396,O95169
DB00396,O95178
DB00396,O95182
DB00396,O95299
DB00396,O96000
DB00396,P00387
DB00396,P00739
DB00396,P01011
DB00396,P01031
DB00396,P01591
DB00396,P02538
DB00396,P02652
DB00396,P02743
DB00396,P02765
DB00396,P03891
DB00396,P03897
DB00396,P03901
DB00396,P03905
DB00396,P03915
DB00396,P03923
DB00396,P04003
DB00396,P04004
DB00396,P04217
DB00396,P04264
DB00396,P04279
DB00396,P05109
DB00396,P07327
DB00396,P07357
DB00396,P07864
DB00396,P08559
DB00396,P08700
DB00396,P08779
DB00396,P09417
DB00396,P09622
DB00396,P0C0L5
DB00396,P11177
DB00396,P11586
DB00396,P11766
DB00396,P13645
DB00396,P13995
DB00396,P14679
DB00396,P14923
DB00396,P15169
DB00396,P15428
DB00396,P15531
DB00396,P15924
DB00396,P16219
DB00396,P17516
DB00396,P17568
DB00396,P19404
DB00396,P20851
DB00396,P22792
DB00396,P23368
DB00396,P24046
DB00396,P28331
DB00396,P29034
DB00396,P29803
DB00396,P30038
DB00396,P30101
DB00396,P30838
DB00396,P31937
DB00396,P35527
DB00396,P35908
DB00396,P40394
DB00396,P43353
DB00396,P45381
DB00396,P46736
DB00396,P46939
DB00396,P47895
DB00396,P48448
DB00396,P48728
DB00396,P49411
DB00396,P49419
DB00396,P49448
DB00396,P49821
DB00396,P50213
DB00396,P51553
DB00396,P51648
DB00396,P51659
DB00396,P51693
DB00396,P51970
DB00396,P56181
DB00396,P56556
DB00396,P56937
DB00396,P78330
DB00396,P78559
DB00396,P81605
DB00396,Q02252
DB00396,Q02383
DB00396,Q02928
DB00396,Q08426
DB00396,Q0VD83
DB00396,Q13423
DB00396,Q13630
DB00396,Q14624
DB00396,Q15738
DB00396,Q15800
DB00396,Q16718
DB00396,Q16795
DB00396,Q16798
DB00396,Q16836
DB00396,Q86Y39
DB00396,Q8N907
DB00396,Q92781
DB00396,Q96C36
DB00396,Q9P0J0
DB00396,Q9UI09
DB00396,Q9Y6M9
DB00397,Q86YN6
DB00397,Q99705
DB00400,P35908
DB00400,Q9UQF2
DB00402,P24046
DB00404,P24046
DB00405,P04271
DB00405,P23297
DB00405,P29034
DB00405,P80511
DB00405,Q99584
DB00408,O00459
DB00408,O95069
DB00408,O95298
DB00408,O95665
DB00408,P00439
DB00408,P04271
DB00408,P10827
DB00408,P23297
DB00408,P25105
DB00408,P27986
DB00408,P29034
DB00408,P52209
DB00408,P80511
DB00408,Q86YN6
DB00408,Q92569
DB00408,Q99584
DB00409,P09172
DB00409,P30530
DB00409,Q9UM73
DB00411,A5X5Y0
DB00411,O00264
DB00411,O00305
DB00411,O00555
DB00411,O14939
DB00411,O15547
DB00411,O43497
DB00411,O43525
DB00411,O60840
DB00411,O60939
DB00411,O95180
DB00411,P04629
DB00411,P11511
DB00411,P14410
DB00411,P15153
DB00411,P15382
DB00411,P17658
DB00411,P19878
DB00411,P22001
DB00411,P22459
DB00411,P32004
DB00411,P35499
DB00411,P42263
DB00411,P47898
DB00411,P47900
DB00411,P48051
DB00411,P48547
DB00411,P48549
DB00411,P49585
DB00411,P51575
DB00411,P51582
DB00411,P51787
DB00411,P54284
DB00411,P54750
DB00411,P56373
DB00411,P56696
DB00411,P61024
DB00411,Q01118
DB00411,Q02641
DB00411,Q03721
DB00411,Q05940
DB00411,Q06432
DB00411,Q07699
DB00411,Q08289
DB00411,Q09470
DB00411,Q13003
DB00411,Q13393
DB00411,Q13698
DB00411,Q14003
DB00411,Q14542
DB00411,Q14721
DB00411,Q14722
DB00411,Q14994
DB00411,Q15080
DB00411,Q15391
DB00411,Q15825
DB00411,Q15858
DB00411,Q16099
DB00411,Q16322
DB00411,Q16478
DB00411,Q6PIU1
DB00411,Q70Z44
DB00411,Q86VZ1
DB00411,Q8IWT1
DB00411,Q8NCM2
DB00411,Q8TAE7
DB00411,Q8TDN1
DB00411,Q8TDN2
DB00411,Q8WXA8
DB00411,Q92806
DB00411,Q92953
DB00411,Q93086
DB00411,Q96G91
DB00411,Q96KK3
DB00411,Q96L42
DB00411,Q96PR1
DB00411,Q99572
DB00411,Q99705
DB00411,Q99808
DB00411,Q9BPV8
DB00411,Q9BQ31
DB00411,Q9H244
DB00411,Q9H252
DB00411,Q9H3M0
DB00411,Q9NR82
DB00411,Q9NS40
DB00411,Q9NSA2
DB00411,Q9NY46
DB00411,Q9NY72
DB00411,Q9NYX4
DB00411,Q9NZV8
DB00411,Q9P0X4
DB00411,Q9UI33
DB00411,Q9UIX4
DB00411,Q9UJ90
DB00411,Q9UJ96
DB00411,Q9ULD8
DB00411,Q9UQ05
DB00411,Q9Y5K3
DB00411,Q9Y698
DB00411,Q9Y6H6
DB00412,O15528
DB00412,O43252
DB00412,O43617
DB00412,O43708
DB00412,P17050
DB00412,P50897
DB00412,Q14541
DB00412,Q9NXB9
DB00412,Q9UNK4
DB00413,O95644
DB00413,P15336
DB00413,P17544
DB00413,P18846
DB00413,P18847
DB00413,P18848
DB00413,P18850
DB00413,Q8WYK2
DB00413,Q9Y2D1
DB00414,O60359
DB00414,P62955
DB00414,P78508
DB00414,Q7Z3S7
DB00414,Q8WXS5
DB00414,Q99712
DB00414,Q9BXT2
DB00414,Q9UBN1
DB00414,Q9UF02
DB00415,O00238
DB00415,O00329
DB00415,O00444
DB00415,O00750
DB00415,O14578
DB00415,O14730
DB00415,O14757
DB00415,O14936
DB00415,O14965
DB00415,O14976
DB00415,O15075
DB00415,O15146
DB00415,O15197
DB00415,O43283
DB00415,O43293
DB00415,O43353
DB00415,O60285
DB00415,O75116
DB00415,O75385
DB00415,O75716
DB00415,O75747
DB00415,O75914
DB00415,O94768
DB00415,O94804
DB00415,O95747
DB00415,O95819
DB00415,O95835
DB00415,O96013
DB00415,O96017
DB00415,P04626
DB00415,P05129
DB00415,P06239
DB00415,P06493
DB00415,P07333
DB00415,P07498
DB00415,P07711
DB00415,P07947
DB00415,P07948
DB00415,P08631
DB00415,P08922
DB00415,P09769
DB00415,P11274
DB00415,P11309
DB00415,P11802
DB00415,P14616
DB00415,P16234
DB00415,P16591
DB00415,P17612
DB00415,P19525
DB00415,P19784
DB00415,P21709
DB00415,P21802
DB00415,P22455
DB00415,P22607
DB00415,P22694
DB00415,P25774
DB00415,P27448
DB00415,P29317
DB00415,P29320
DB00415,P29322
DB00415,P29323
DB00415,P29376
DB00415,P30291
DB00415,P30530
DB00415,P33981
DB00415,P35590
DB00415,P36896
DB00415,P37173
DB00415,P41240
DB00415,P41743
DB00415,P42345
DB00415,P42679
DB00415,P42680
DB00415,P42681
DB00415,P42684
DB00415,P42685
DB00415,P43403
DB00415,P46734
DB00415,P48729
DB00415,P48736
DB00415,P49760
DB00415,P49761
DB00415,P49840
DB00415,P51451
DB00415,P51955
DB00415,P51957
DB00415,P52564
DB00415,P53350
DB00415,P53355
DB00415,P53667
DB00415,P53671
DB00415,P54756
DB00415,P54760
DB00415,P54762
DB00415,P54764
DB00415,P57059
DB00415,P57078
DB00415,P68400
DB00415,P78356
DB00415,P80192
DB00415,Q00536
DB00415,Q00537
DB00415,Q02156
DB00415,Q02779
DB00415,Q04759
DB00415,Q04771
DB00415,Q05397
DB00415,Q06187
DB00415,Q06418
DB00415,Q07912
DB00415,Q08345
DB00415,Q08881
DB00415,Q12851
DB00415,Q12852
DB00415,Q12866
DB00415,Q13153
DB00415,Q13177
DB00415,Q13188
DB00415,Q13233
DB00415,Q13237
DB00415,Q13523
DB00415,Q13546
DB00415,Q13554
DB00415,Q13555
DB00415,Q13557
DB00415,Q13873
DB00415,Q13882
DB00415,Q14012
DB00415,Q14164
DB00415,Q14680
DB00415,Q15139
DB00415,Q15208
DB00415,Q15303
DB00415,Q15375
DB00415,Q15418
DB00415,Q15569
DB00415,Q16288
DB00415,Q16512
DB00415,Q16513
DB00415,Q16584
DB00415,Q16832
DB00415,Q2M2I8
DB00415,Q32MK0
DB00415,Q59H18
DB00415,Q6PHR2
DB00415,Q7KZI7
DB00415,Q7L7X3
DB00415,Q7Z460
DB00415,Q86UE8
DB00415,Q8IU85
DB00415,Q8IW41
DB00415,Q8IYT8
DB00415,Q8N4C8
DB00415,Q8NEV4
DB00415,Q8NFD2
DB00415,Q8NI60
DB00415,Q8TBX8
DB00415,Q8TDR2
DB00415,Q92772
DB00415,Q92918
DB00415,Q96D53
DB00415,Q96GD4
DB00415,Q96L34
DB00415,Q96PY6
DB00415,Q96Q40
DB00415,Q96RR4
DB00415,Q99640
DB00415,Q99759
DB00415,Q99808
DB00415,Q9BRS2
DB00415,Q9BUB5
DB00415,Q9BVS4
DB00415,Q9BXA7
DB00415,Q9C098
DB00415,Q9H0K1
DB00415,Q9H1R3
DB00415,Q9H2G2
DB00415,Q9H2K8
DB00415,Q9H2X6
DB00415,Q9H3Y6
DB00415,Q9H422
DB00415,Q9H4B4
DB00415,Q9HBH9
DB00415,Q9NQU5
DB00415,Q9NRP7
DB00415,Q9NSY1
DB00415,Q9NWZ3
DB00415,Q9NYL2
DB00415,Q9NYY3
DB00415,Q9P0L2
DB00415,Q9P286
DB00415,Q9P289
DB00415,Q9UBF8
DB00415,Q9UEW8
DB00415,Q9UF33
DB00415,Q9UHD2
DB00415,Q9UIK4
DB00415,Q9UK32
DB00415,Q9UKE5
DB00415,Q9UKI8
DB00415,Q9UL54
DB00415,Q9UM73
DB00415,Q9UPZ9
DB00415,Q9UQB9
DB00415,Q9UQM7
DB00415,Q9Y2H1
DB00415,Q9Y2K2
DB00415,Q9Y2U5
DB00415,Q9Y463
DB00415,Q9Y4K4
DB00415,Q9Y616
DB00415,Q9Y6E0
DB00415,Q9Y6R4
DB00416,P11511
DB00416,P28329
DB00418,O00222
DB00418,O14841
DB00418,O15067
DB00418,O15382
DB00418,O75600
DB00418,O94925
DB00418,O95954
DB00418,P00367
DB00418,P00505
DB00418,P07814
DB00418,P08243
DB00418,P13196
DB00418,P15104
DB00418,P17174
DB00418,P17735
DB00418,P21549
DB00418,P22557
DB00418,P34896
DB00418,P34897
DB00418,P41250
DB00418,P43003
DB00418,P43004
DB00418,P48506
DB00418,P48507
DB00418,P48637
DB00418,P48664
DB00418,P49448
DB00418,P49915
DB00418,P50440
DB00418,P54687
DB00418,P54886
DB00418,Q04609
DB00418,Q05932
DB00418,Q07075
DB00418,Q13255
DB00418,Q14032
DB00418,Q14749
DB00418,Q14831
DB00418,Q14833
DB00418,Q5JPH6
DB00418,Q6IA69
DB00418,Q8N159
DB00418,Q8N5Z0
DB00418,Q8TCT1
DB00418,Q99259
DB00418,Q9BYV1
DB00418,Q9P0Z9
DB00418,Q9UDR5
DB00418,Q9UI32
DB00418,Q9Y617
DB00418,Q9Y646
DB00420,P04271
DB00420,P23297
DB00420,P80511
DB00420,Q99584
DB00421,O00217
DB00421,O00483
DB00421,O14561
DB00421,O15239
DB00421,O43181
DB00421,O43674
DB00421,O43676
DB00421,O43677
DB00421,O43678
DB00421,O43837
DB00421,O43920
DB00421,O75251
DB00421,O75380
DB00421,O75438
DB00421,O75912
DB00421,O95139
DB00421,O95167
DB00421,O95168
DB00421,O95169
DB00421,O95178
DB00421,O95182
DB00421,O95299
DB00421,O95479
DB00421,O96000
DB00421,P00387
DB00421,P03891
DB00421,P03897
DB00421,P03901
DB00421,P03905
DB00421,P03915
DB00421,P03923
DB00421,P07864
DB00421,P08319
DB00421,P08559
DB00421,P09417
DB00421,P09622
DB00421,P11177
DB00421,P11586
DB00421,P11766
DB00421,P13995
DB00421,P14061
DB00421,P15428
DB00421,P16083
DB00421,P17568
DB00421,P23368
DB00421,P23743
DB00421,P24046
DB00421,P28331
DB00421,P29803
DB00421,P30038
DB00421,P30519
DB00421,P30837
DB00421,P30838
DB00421,P31937
DB00421,P32322
DB00421,P40394
DB00421,P40926
DB00421,P43353
DB00421,P47895
DB00421,P48448
DB00421,P48728
DB00421,P49419
DB00421,P49448
DB00421,P49619
DB00421,P49821
DB00421,P50213
DB00421,P51553
DB00421,P51648
DB00421,P51659
DB00421,P51970
DB00421,P52429
DB00421,P52824
DB00421,P53004
DB00421,P56181
DB00421,P56556
DB00421,P56937
DB00421,P62714
DB00421,P78508
DB00421,Q02083
DB00421,Q02252
DB00421,Q02928
DB00421,Q08426
DB00421,Q13423
DB00421,Q13630
DB00421,Q14330
DB00421,Q15738
DB00421,Q15800
DB00421,Q16718
DB00421,Q16760
DB00421,Q16795
DB00421,Q16798
DB00421,Q16836
DB00421,Q16878
DB00421,Q5KSL6
DB00421,Q86Y39
DB00421,Q8TDS4
DB00421,Q92781
DB00421,Q96C36
DB00421,Q99712
DB00421,Q99714
DB00421,Q9BYZ2
DB00421,Q9P0J0
DB00421,Q9UI09
DB00421,Q9Y5S1
DB00422,P15153
DB00422,P19878
DB00422,P30530
DB00422,Q06278
DB00422,Q15080
DB00422,Q9UM73
DB00423,P05023
DB00423,P54710
DB00423,P55011
DB00423,P55017
DB00423,Q13621
DB00423,Q6FHJ7
DB00424,P14410
DB00427,P04271
DB00427,P23297
DB00427,P29034
DB00427,P80511
DB00427,Q99584
DB00429,P27815
DB00429,Q07343
DB00429,Q08493
DB00429,Q08499
DB00429,Q9Y5Y9
DB00431,A5X5Y0
DB00431,O00305
DB00431,O00555
DB00431,O14521
DB00431,O14556
DB00431,O14618
DB00431,O14649
DB00431,O14791
DB00431,O14983
DB00431,O15304
DB00431,O15399
DB00431,O15554
DB00431,O43497
DB00431,O43525
DB00431,O60359
DB00431,O60391
DB00431,O60840
DB00431,O75185
DB00431,O75340
DB00431,O75600
DB00431,O75912
DB00431,O95264
DB00431,O95718
DB00431,P00338
DB00431,P00387
DB00431,P00736
DB00431,P00739
DB00431,P00751
DB00431,P00846
DB00431,P01008
DB00431,P01031
DB00431,P01591
DB00431,P02538
DB00431,P02652
DB00431,P02708
DB00431,P02746
DB00431,P02747
DB00431,P02750
DB00431,P03886
DB00431,P03952
DB00431,P04003
DB00431,P04004
DB00431,P04217
DB00431,P04264
DB00431,P04279
DB00431,P05109
DB00431,P05129
DB00431,P05452
DB00431,P05543
DB00431,P05546
DB00431,P06702
DB00431,P07202
DB00431,P07357
DB00431,P07360
DB00431,P07437
DB00431,P08100
DB00431,P08172
DB00431,P08173
DB00431,P08235
DB00431,P08686
DB00431,P08697
DB00431,P08758
DB00431,P08865
DB00431,P08912
DB00431,P0C0L5
DB00431,P10109
DB00431,P10412
DB00431,P10809
DB00431,P10997
DB00431,P11678
DB00431,P12814
DB00431,P13196
DB00431,P13645
DB00431,P15169
DB00431,P15382
DB00431,P15538
DB00431,P15814
DB00431,P15880
DB00431,P15924
DB00431,P16220
DB00431,P16615
DB00431,P17252
DB00431,P18669
DB00431,P18825
DB00431,P20851
DB00431,P21549
DB00431,P21796
DB00431,P21917
DB00431,P21918
DB00431,P22626
DB00431,P22792
DB00431,P23246
DB00431,P23526
DB00431,P23634
DB00431,P23743
DB00431,P24462
DB00431,P25100
DB00431,P26447
DB00431,P27816
DB00431,P28335
DB00431,P29034
DB00431,P29401
DB00431,P30968
DB00431,P31151
DB00431,P31942
DB00431,P32004
DB00431,P34897
DB00431,P35367
DB00431,P35499
DB00431,P35527
DB00431,P35908
DB00431,P37059
DB00431,P41143
DB00431,P41238
DB00431,P41250
DB00431,P41594
DB00431,P41743
DB00431,P42262
DB00431,P42263
DB00431,P42858
DB00431,P43487
DB00431,P45381
DB00431,P46597
DB00431,P46663
DB00431,P46736
DB00431,P46939
DB00431,P48039
DB00431,P48051
DB00431,P48058
DB00431,P48443
DB00431,P48544
DB00431,P48549
DB00431,P48637
DB00431,P48723
DB00431,P49286
DB00431,P49411
DB00431,P49619
DB00431,P50213
DB00431,P50406
DB00431,P50453
DB00431,P51693
DB00431,P51787
DB00431,P51858
DB00431,P51884
DB00431,P52429
DB00431,P52824
DB00431,P54284
DB00431,P56696
DB00431,P60174
DB00431,P60842
DB00431,P62508
DB00431,P62714
DB00431,P62937
DB00431,P62955
DB00431,P63244
DB00431,P63252
DB00431,P63261
DB00431,P68104
DB00431,P69905
DB00431,P78330
DB00431,P78559
DB00431,P98194
DB00431,Q00975
DB00431,Q01118
DB00431,Q01668
DB00431,Q01814
DB00431,Q02083
DB00431,Q02383
DB00431,Q02641
DB00431,Q03721
DB00431,Q04759
DB00431,Q05586
DB00431,Q05901
DB00431,Q06323
DB00431,Q06432
DB00431,Q06481
DB00431,Q07699
DB00431,Q07955
DB00431,Q08289
DB00431,Q0VD83
DB00431,Q12791
DB00431,Q13003
DB00431,Q13224
DB00431,Q13303
DB00431,Q13574
DB00431,Q13698
DB00431,Q14032
DB00431,Q14330
DB00431,Q14500
DB00431,Q14524
DB00431,Q14542
DB00431,Q14624
DB00431,Q14722
DB00431,Q14957
DB00431,Q15125
DB00431,Q15428
DB00431,Q15825
DB00431,Q15858
DB00431,Q15878
DB00431,Q16099
DB00431,Q16478
DB00431,Q16760
DB00431,Q6PIU1
DB00431,Q70Z44
DB00431,Q7Z2W7
DB00431,Q7Z3S7
DB00431,Q86W47
DB00431,Q86XP1
DB00431,Q8N1C3
DB00431,Q8N907
DB00431,Q8NCM2
DB00431,Q8TAE7
DB00431,Q8TCU5
DB00431,Q8TDN1
DB00431,Q8TDN2
DB00431,Q8TDS4
DB00431,Q8TDU6
DB00431,Q8WXA8
DB00431,Q8WXS5
DB00431,Q92753
DB00431,Q92806
DB00431,Q92952
DB00431,Q969S2
DB00431,Q96KK3
DB00431,Q96L42
DB00431,Q96S37
DB00431,Q99250
DB00431,Q99808
DB00431,Q99928
DB00431,Q9BQ31
DB00431,Q9BXT2
DB00431,Q9BY41
DB00431,Q9BYV1
DB00431,Q9H252
DB00431,Q9H3M0
DB00431,Q9H3N8
DB00431,Q9H4B7
DB00431,Q9H8P0
DB00431,Q9HAB3
DB00431,Q9HBA0
DB00431,Q9NPA1
DB00431,Q9NPA2
DB00431,Q9NPC2
DB00431,Q9NR82
DB00431,Q9NS40
DB00431,Q9NY46
DB00431,Q9P0X4
DB00431,Q9P0Z9
DB00431,Q9UBN1
DB00431,Q9UBS5
DB00431,Q9UF02
DB00431,Q9UGI6
DB00431,Q9UGM1
DB00431,Q9UHF0
DB00431,Q9UI33
DB00431,Q9UIX4
DB00431,Q9UJ90
DB00431,Q9UJ96
DB00431,Q9ULD8
DB00431,Q9UN88
DB00431,Q9UNX9
DB00431,Q9UQ05
DB00431,Q9Y5S1
DB00431,Q9Y5Y9
DB00431,Q9Y698
DB00431,Q9Y6H6
DB00431,Q9Y6J6
DB00431,Q9Y6T7
DB00433,P00439
DB00433,P04271
DB00433,P23297
DB00433,P29034
DB00433,P80511
DB00433,Q99584
DB00434,P04271
