V1,V2
DB00428,Q92800
DB00428,Q92847
DB00428,Q99519
DB00428,Q9H3S4
DB00428,Q9NQX3
DB00428,Q9UGM6
DB00428,Q9UL51
DB00428,Q9UM07
DB00428,Q9Y234
DB00428,Q9Y289
DB00428,Q9Y3I0
DB00428,Q9Y3R4
DB00446,O00142
DB00446,O00244
DB00446,O00764
DB00446,O14980
DB00446,O60894
DB00446,O60895
DB00446,O60896
DB00446,P01350
DB00446,P06280
DB00446,P07098
DB00446,P08473
DB00446,P09110
DB00446,P14207
DB00446,P15144
DB00446,P16233
DB00446,P16444
DB00446,P19801
DB00446,P20594
DB00446,P23381
DB00446,P25092
DB00446,P25815
DB00446,P30559
DB00446,P30872
DB00446,P30874
DB00446,P30988
DB00446,P31391
DB00446,P31639
DB00446,P32238
DB00446,P32239
DB00446,P32245
DB00446,P32745
DB00446,P33032
DB00446,P34981
DB00446,P34998
DB00446,P35346
DB00446,P35610
DB00446,P37088
DB00446,P39900
DB00446,P41968
DB00446,P43220
DB00446,P47901
DB00446,P51168
DB00446,P51172
DB00446,P51681
DB00446,P51788
DB00446,P53396
DB00446,P61626
DB00446,P68133
DB00446,P78348
DB00446,Q01718
DB00446,Q01726
DB00446,Q02643
DB00446,Q08462
DB00446,Q08828
DB00446,Q14534
DB00446,Q16515
DB00446,Q16602
DB00446,Q16850
DB00446,Q8TE23
DB00446,Q92847
DB00446,Q92911
DB00446,Q99519
DB00446,Q9H3S4
DB00446,Q9NQX3
DB00446,Q9UEW3
DB00446,Q9UGM6
DB00446,Q9UL51
DB00446,Q9UNN8
DB00446,Q9Y234
DB00446,Q9Y289
DB00446,Q9Y3I0
DB00446,Q9Y3R4
DB00452,O00142
DB00452,O00244
DB00452,O14746
DB00452,O14980
DB00452,O43613
DB00452,O43614
DB00452,O43766
DB00452,O60502
DB00452,O60894
DB00452,O60895
DB00452,O60896
DB00452,O75874
DB00452,P00749
DB00452,P01350
DB00452,P07098
DB00452,P08174
DB00452,P09110
DB00452,P11168
DB00452,P11413
DB00452,P13716
DB00452,P16233
DB00452,P16444
DB00452,P19634
DB00452,P19801
DB00452,P19971
DB00452,P20594
DB00452,P20618
DB00452,P20813
DB00452,P23381
DB00452,P25092
DB00452,P25116
DB00452,P25815
DB00452,P28062
DB00452,P28065
DB00452,P28074
DB00452,P30531
DB00452,P30559
DB00452,P30872
DB00452,P30874
DB00452,P30988
DB00452,P31327
DB00452,P31391
DB00452,P32238
DB00452,P32239
DB00452,P32245
DB00452,P32745
DB00452,P32754
DB00452,P33032
DB00452,P34981
DB00452,P34998
DB00452,P35346
DB00452,P35610
DB00452,P39900
DB00452,P40306
DB00452,P41968
DB00452,P48735
DB00452,P49146
DB00452,P49327
DB00452,P49354
DB00452,P49356
DB00452,P49721
DB00452,P50135
DB00452,P53396
DB00452,P55157
DB00452,P61626
DB00452,P68133
DB00452,P78348
DB00452,Q01718
DB00452,Q01726
DB00452,Q02643
DB00452,Q04206
DB00452,Q13509
DB00452,Q14145
DB00452,Q14534
DB00452,Q15910
DB00452,Q16515
DB00452,Q16739
DB00452,Q16850
DB00452,Q8TE23
DB00452,Q92800
DB00452,Q92847
DB00452,Q9H3S4
DB00452,Q9NQX3
DB00452,Q9UEW3
DB00452,Q9UGM6
DB00452,Q9UL51
DB00452,Q9Y234
DB00452,Q9Y289
DB00452,Q9Y3I0
DB00495,O00142
DB00495,O00764
DB00495,O43614
DB00495,O43766
DB00495,O60894
DB00495,O60896
DB00495,P07098
DB00495,P09110
DB00495,P16233
DB00495,P20594
DB00495,P23381
DB00495,P25815
DB00495,P30559
DB00495,P30872
DB00495,P30988
DB00495,P31391
DB00495,P32238
DB00495,P32245
DB00495,P32745
DB00495,P33032
DB00495,P34981
DB00495,P35346
DB00495,P37088
DB00495,P37288
DB00495,P39900
DB00495,P41968
DB00495,P43220
DB00495,P47901
DB00495,P51168
DB00495,P51172
DB00495,P51788
DB00495,P61626
DB00495,P78348
DB00495,Q01718
DB00495,Q02643
DB00495,Q16515
DB00495,Q16602
DB00495,Q16739
DB00495,Q16850
DB00495,Q8TE23
DB00495,Q92800
DB00495,Q92847
DB00495,Q9H3S4
DB00495,Q9NQX3
DB00495,Q9UEW3
DB00495,Q9UGM6
DB00495,Q9UL51
DB00495,Q9UNN8
DB00495,Q9Y234
DB00495,Q9Y289
DB00495,Q9Y3I0
DB00551,O00142
DB00551,O00244
DB00551,O00764
DB00551,O14746
DB00551,O14980
DB00551,O43613
DB00551,O43614
DB00551,O43766
DB00551,O60502
DB00551,O60894
DB00551,O60895
DB00551,O60896
DB00551,O75874
DB00551,O95622
DB00551,P00749
DB00551,P01350
DB00551,P01889
DB00551,P04156
DB00551,P06280
DB00551,P07098
DB00551,P08174
DB00551,P08473
DB00551,P09110
DB00551,P11168
DB00551,P11387
DB00551,P11413
DB00551,P13716
DB00551,P14207
DB00551,P15144
DB00551,P15328
DB00551,P16066
DB00551,P16233
DB00551,P16444
DB00551,P18858
DB00551,P19634
DB00551,P19801
DB00551,P19971
DB00551,P20594
DB00551,P20618
DB00551,P20813
DB00551,P23381
DB00551,P25092
DB00551,P25116
DB00551,P25815
DB00551,P28062
DB00551,P28065
DB00551,P28074
DB00551,P30411
DB00551,P30518
DB00551,P30531
DB00551,P30559
DB00551,P30872
DB00551,P30874
DB00551,P30988
DB00551,P31327
DB00551,P31391
DB00551,P31639
DB00551,P32238
DB00551,P32239
DB00551,P32245
DB00551,P32745
DB00551,P32754
DB00551,P33032
DB00551,P34981
DB00551,P34998
DB00551,P35346
DB00551,P35610
DB00551,P37088
DB00551,P37288
DB00551,P40306
DB00551,P41968
DB00551,P43220
DB00551,P47901
DB00551,P48735
DB00551,P49146
DB00551,P49327
DB00551,P49354
DB00551,P49356
DB00551,P49721
DB00551,P49916
DB00551,P50135
DB00551,P51168
DB00551,P51170
DB00551,P51172
DB00551,P51681
DB00551,P51788
DB00551,P53396
DB00551,P55157
DB00551,P61073
DB00551,P61626
DB00551,P68133
DB00551,P78348
DB00551,Q01718
DB00551,Q01726
DB00551,Q02643
DB00551,Q04206
DB00551,Q08462
DB00551,Q08828
DB00551,Q13509
DB00551,Q14145
DB00551,Q14534
DB00551,Q15910
DB00551,Q16515
DB00551,Q16602
DB00551,Q16739
DB00551,Q16850
DB00551,Q8TE23
DB00551,Q92800
DB00551,Q92847
DB00551,Q92911
DB00551,Q99519
DB00551,Q9H3S4
DB00551,Q9NQX3
DB00551,Q9UEW3
DB00551,Q9UGM6
DB00551,Q9UL51
DB00551,Q9UM07
DB00551,Q9UNN8
DB00551,Q9Y234
DB00551,Q9Y289
DB00551,Q9Y3I0
DB00551,Q9Y3R4
DB00558,O00142
DB00558,O00244
DB00558,O14746
DB00558,O14980
DB00558,O43613
DB00558,O43614
DB00558,O43766
DB00558,O60502
DB00558,O60894
DB00558,O60895
DB00558,O60896
DB00558,O75874
DB00558,P01350
DB00558,P07098
DB00558,P08174
DB00558,P09110
DB00558,P11168
DB00558,P11413
DB00558,P13716
DB00558,P16233
DB00558,P16444
DB00558,P19971
DB00558,P20594
DB00558,P20618
DB00558,P20813
DB00558,P23381
DB00558,P25092
DB00558,P25116
DB00558,P25815
DB00558,P28062
DB00558,P28065
DB00558,P28074
DB00558,P30531
DB00558,P30559
DB00558,P30872
DB00558,P30874
DB00558,P30988
DB00558,P31327
DB00558,P31391
DB00558,P32238
DB00558,P32239
DB00558,P32245
DB00558,P32745
DB00558,P32754
DB00558,P33032
DB00558,P34981
DB00558,P34998
DB00558,P35346
DB00558,P35610
DB00558,P39900
DB00558,P40306
DB00558,P41968
DB00558,P48735
DB00558,P49146
DB00558,P49327
DB00558,P49354
DB00558,P49356
DB00558,P49721
DB00558,P50135
DB00558,P51681
DB00558,P53396
DB00558,P55157
DB00558,P61626
DB00558,P68133
DB00558,Q01718
DB00558,Q01726
DB00558,Q02643
DB00558,Q04206
DB00558,Q13509
DB00558,Q14145
DB00558,Q14534
DB00558,Q15910
DB00558,Q16602
DB00558,Q16739
DB00558,Q16850
DB00558,Q8TE23
DB00558,Q92800
DB00558,Q92847
DB00558,Q9H3S4
DB00558,Q9NQX3
DB00558,Q9UEW3
DB00558,Q9UGM6
DB00558,Q9UL51
DB00558,Q9Y234
DB00558,Q9Y289
DB00558,Q9Y3I0
DB00594,O00142
DB00594,O14980
DB00594,O43613
DB00594,O43614
DB00594,O43766
DB00594,O60502
DB00594,O60894
DB00594,O60895
DB00594,O60896
DB00594,O75874
DB00594,P07098
DB00594,P08174
DB00594,P09110
DB00594,P11168
DB00594,P16233
DB00594,P16444
DB00594,P20594
DB00594,P20618
DB00594,P20813
DB00594,P23381
DB00594,P25815
DB00594,P28062
DB00594,P28065
DB00594,P28074
DB00594,P30988
DB00594,P31327
DB00594,P32238
DB00594,P32239
DB00594,P32245
DB00594,P32754
DB00594,P33032
DB00594,P34981
DB00594,P34998
DB00594,P35610
DB00594,P39900
DB00594,P40306
DB00594,P41968
DB00594,P49146
DB00594,P49354
DB00594,P49356
DB00594,P49721
DB00594,P55157
DB00594,P61626
DB00594,P68133
DB00594,Q01726
DB00594,Q02643
DB00594,Q13509
DB00594,Q14534
DB00594,Q15910
DB00594,Q16602
DB00594,Q16739
DB00594,Q8TE23
DB00594,Q92800
DB00594,Q92847
DB00594,Q9H3S4
DB00594,Q9NQX3
DB00594,Q9UEW3
DB00594,Q9UGM6
DB00594,Q9UL51
DB00594,Q9Y234
DB00594,Q9Y289
DB00594,Q9Y3I0
DB00613,O00142
DB00613,O00244
DB00613,O00764
DB00613,O14980
DB00613,O43613
DB00613,O43614
DB00613,O43766
DB00613,O60502
DB00613,O60894
DB00613,O60895
DB00613,O60896
DB00613,O95622
DB00613,P00749
DB00613,P01350
DB00613,P04156
DB00613,P06280
DB00613,P07098
DB00613,P08174
DB00613,P08473
DB00613,P09110
DB00613,P11168
DB00613,P11387
DB00613,P13716
DB00613,P14207
DB00613,P15144
DB00613,P16066
DB00613,P16233
DB00613,P16444
DB00613,P18858
DB00613,P19634
DB00613,P19971
DB00613,P20594
DB00613,P23381
DB00613,P25116
DB00613,P25815
DB00613,P28062
DB00613,P28065
DB00613,P30531
DB00613,P30559
DB00613,P30988
DB00613,P31391
DB00613,P32238
DB00613,P32239
DB00613,P32245
DB00613,P33032
DB00613,P34981
DB00613,P35610
DB00613,P37088
DB00613,P39900
DB00613,P40306
DB00613,P41968
DB00613,P43220
DB00613,P49146
DB00613,P49721
DB00613,P49916
DB00613,P51168
DB00613,P51170
DB00613,P51172
DB00613,P51681
DB00613,P51788
DB00613,P53396
DB00613,P55157
DB00613,P61073
DB00613,P61626
DB00613,P68133
DB00613,P78348
DB00613,Q01718
DB00613,Q01726
DB00613,Q02643
DB00613,Q04206
DB00613,Q08462
DB00613,Q08828
DB00613,Q13509
DB00613,Q14145
DB00613,Q15910
DB00613,Q16515
DB00613,Q16602
DB00613,Q8TE23
DB00613,Q92800
DB00613,Q92911
DB00613,Q99519
DB00613,Q9H3S4
DB00613,Q9NQX3
DB00613,Q9UEW3
DB00613,Q9UGM6
DB00613,Q9UNN8
DB00613,Q9Y234
DB00613,Q9Y289
DB00613,Q9Y3I0
DB00613,Q9Y3R4
DB00618,O00142
DB00618,O00244
DB00618,O00764
DB00618,O14746
DB00618,O14980
DB00618,O43613
DB00618,O43614
DB00618,O43766
DB00618,O60502
DB00618,O60894
DB00618,O60895
DB00618,O60896
DB00618,O75874
DB00618,P00749
DB00618,P01350
DB00618,P01889
DB00618,P06280
DB00618,P07098
DB00618,P08174
DB00618,P09110
DB00618,P11168
DB00618,P11387
DB00618,P13716
DB00618,P14207
DB00618,P15144
DB00618,P15328
DB00618,P16066
DB00618,P16233
DB00618,P16444
DB00618,P18858
DB00618,P19634
DB00618,P19801
DB00618,P19971
DB00618,P20594
DB00618,P20618
DB00618,P20813
DB00618,P23381
DB00618,P25092
DB00618,P25116
DB00618,P25815
DB00618,P28062
DB00618,P28065
DB00618,P28074
DB00618,P30531
DB00618,P30559
DB00618,P30872
DB00618,P30874
DB00618,P30988
DB00618,P31327
DB00618,P31391
DB00618,P31639
DB00618,P32238
DB00618,P32239
DB00618,P32245
DB00618,P32745
DB00618,P32754
DB00618,P33032
DB00618,P34981
DB00618,P35346
DB00618,P35610
DB00618,P37088
DB00618,P39900
DB00618,P40306
DB00618,P41968
DB00618,P43220
DB00618,P49146
DB00618,P49327
DB00618,P49354
DB00618,P49356
DB00618,P49721
DB00618,P49916
DB00618,P50135
DB00618,P51168
DB00618,P51170
DB00618,P51172
DB00618,P51788
DB00618,P53396
DB00618,P55157
DB00618,P61626
DB00618,P68133
DB00618,P78348
DB00618,Q01718
DB00618,Q01726
DB00618,Q02643
DB00618,Q04206
DB00618,Q08462
DB00618,Q13509
DB00618,Q14145
DB00618,Q14534
DB00618,Q15910
DB00618,Q16515
DB00618,Q16602
DB00618,Q16739
DB00618,Q16850
DB00618,Q8TE23
DB00618,Q92800
DB00618,Q92847
DB00618,Q92911
DB00618,Q99519
DB00618,Q9H3S4
DB00618,Q9NQX3
DB00618,Q9UEW3
DB00618,Q9UGM6
DB00618,Q9UL51
DB00618,Q9UNN8
DB00618,Q9Y234
DB00618,Q9Y289
DB00618,Q9Y3I0
DB00618,Q9Y3R4
DB00727,O00142
DB00727,O00764
DB00727,O14980
DB00727,O43614
DB00727,O43766
DB00727,O60502
DB00727,O60894
DB00727,O60895
DB00727,O60896
DB00727,P04156
DB00727,P06280
DB00727,P07098
DB00727,P08174
DB00727,P09110
DB00727,P14207
DB00727,P15144
DB00727,P15328
DB00727,P16233
DB00727,P16444
DB00727,P18858
DB00727,P19971
DB00727,P23381
DB00727,P25092
DB00727,P25815
DB00727,P28062
DB00727,P28065
DB00727,P30872
DB00727,P30988
DB00727,P31391
DB00727,P32238
DB00727,P32245
DB00727,P32745
DB00727,P32754
DB00727,P33032
DB00727,P34981
DB00727,P35346
DB00727,P35610
DB00727,P39900
DB00727,P40306
DB00727,P41968
DB00727,P49354
DB00727,P49356
DB00727,P49721
DB00727,P49916
DB00727,P51788
DB00727,P55157
DB00727,P61626
DB00727,P68133
DB00727,Q02643
DB00727,Q08462
DB00727,Q16602
DB00727,Q16850
DB00727,Q8TE23
DB00727,Q92800
DB00727,Q92847
DB00727,Q99519
DB00727,Q9H3S4
DB00727,Q9NQX3
DB00727,Q9UGM6
DB00727,Q9UL51
DB00727,Q9UM07
DB00727,Q9Y234
DB00727,Q9Y289
DB00727,Q9Y3I0
DB00727,Q9Y3R4
DB00759,O00142
DB00759,O00244
DB00759,O14980
DB00759,O43766
DB00759,O60502
DB00759,O60894
DB00759,O60896
DB00759,P01350
DB00759,P07098
DB00759,P08174
DB00759,P09110
DB00759,P16233
DB00759,P19971
DB00759,P20594
DB00759,P23381
DB00759,P25815
DB00759,P28062
DB00759,P28065
DB00759,P30531
DB00759,P30559
DB00759,P30872
DB00759,P30874
DB00759,P30988
DB00759,P31391
DB00759,P32238
DB00759,P32245
DB00759,P32745
DB00759,P33032
DB00759,P34981
DB00759,P35346
DB00759,P35610
DB00759,P40306
DB00759,P41968
DB00759,P49146
DB00759,P49354
DB00759,P49356
DB00759,P49721
DB00759,P53396
DB00759,P61626
DB00759,P68133
DB00759,Q01718
DB00759,Q02643
DB00759,Q14534
DB00759,Q16602
DB00759,Q16850
DB00759,Q8TE23
DB00759,Q92847
DB00759,Q9H3S4
DB00759,Q9NQX3
DB00759,Q9UEW3
DB00759,Q9UGM6
DB00759,Q9UL51
DB00759,Q9Y234
DB00759,Q9Y289
DB00759,Q9Y3I0
DB00762,O00142
DB00762,O00764
DB00762,O14980
DB00762,O43766
DB00762,O60894
DB00762,O60896
DB00762,O95622
DB00762,P06280
DB00762,P08473
DB00762,P09110
DB00762,P11413
DB00762,P16444
DB00762,P19634
DB00762,P19801
DB00762,P20594
DB00762,P23381
DB00762,P25815
DB00762,P30531
DB00762,P30988
DB00762,P32238
DB00762,P32239
DB00762,P32245
DB00762,P33032
DB00762,P34981
DB00762,P34998
DB00762,P37088
DB00762,P41968
DB00762,P47901
DB00762,P49146
DB00762,P50135
DB00762,P51168
DB00762,P51172
DB00762,P51681
DB00762,P61626
DB00762,P68133
DB00762,P78348
DB00762,Q01718
DB00762,Q01726
DB00762,Q02643
DB00762,Q08462
DB00762,Q16515
DB00762,Q16602
DB00762,Q16739
DB00762,Q8TE23
DB00762,Q92847
DB00762,Q99519
DB00762,Q9H3S4
DB00762,Q9NQX3
DB00762,Q9UGM6
DB00762,Q9UL51
DB00762,Q9UNN8
DB00762,Q9Y234
DB00762,Q9Y289
DB00762,Q9Y3I0
DB00762,Q9Y3R4
DB00847,O00142
DB00847,O00244
DB00847,O00764
DB00847,O14980
DB00847,O43613
DB00847,O43614
DB00847,O43766
DB00847,O60502
DB00847,O60894
DB00847,O60895
DB00847,O60896
DB00847,O75874
DB00847,O95622
DB00847,P01350
DB00847,P06280
DB00847,P07098
DB00847,P08174
DB00847,P08473
DB00847,P09110
DB00847,P11168
DB00847,P11413
DB00847,P13716
DB00847,P14207
DB00847,P15144
DB00847,P15328
DB00847,P16233
DB00847,P16444
DB00847,P18858
DB00847,P19801
DB00847,P20594
DB00847,P20618
DB00847,P23381
DB00847,P25092
DB00847,P25116
DB00847,P25815
DB00847,P28062
DB00847,P28065
DB00847,P28074
DB00847,P30518
DB00847,P30531
DB00847,P30559
DB00847,P30988
DB00847,P31391
DB00847,P31639
DB00847,P32238
DB00847,P32239
DB00847,P32245
DB00847,P33032
DB00847,P34981
DB00847,P34998
DB00847,P35346
DB00847,P35610
DB00847,P37088
DB00847,P37288
DB00847,P39900
DB00847,P40306
DB00847,P41968
DB00847,P43220
DB00847,P47901
DB00847,P48735
DB00847,P49354
DB00847,P49356
DB00847,P49721
DB00847,P49916
DB00847,P50135
DB00847,P51168
DB00847,P51170
DB00847,P51172
DB00847,P51681
DB00847,P51788
DB00847,P53396
DB00847,P55157
DB00847,P61626
DB00847,P68133
DB00847,P78348
DB00847,Q01718
DB00847,Q01726
DB00847,Q02643
DB00847,Q08462
DB00847,Q08828
DB00847,Q13509
DB00847,Q14145
DB00847,Q14534
DB00847,Q15910
DB00847,Q16515
DB00847,Q16602
DB00847,Q16739
DB00847,Q16850
DB00847,Q8TE23
DB00847,Q92800
DB00847,Q92847
DB00847,Q92911
DB00847,Q99519
DB00847,Q9H3S4
DB00847,Q9NQX3
DB00847,Q9UEW3
DB00847,Q9UGM6
DB00847,Q9UL51
DB00847,Q9UM07
DB00847,Q9UNN8
DB00847,Q9Y234
DB00847,Q9Y289
DB00847,Q9Y3I0
DB00847,Q9Y3R4
DB00855,O00142
DB00855,O00244
DB00855,O00764
DB00855,O14980
DB00855,O43613
DB00855,O43614
DB00855,O43766
DB00855,O60502
DB00855,O60894
DB00855,O60895
DB00855,O60896
DB00855,O75874
DB00855,O95622
DB00855,P01350
DB00855,P01889
DB00855,P06280
DB00855,P07098
DB00855,P08174
DB00855,P08473
DB00855,P09110
DB00855,P11168
DB00855,P11413
DB00855,P14207
DB00855,P15328
DB00855,P16233
DB00855,P16444
DB00855,P19801
DB00855,P20594
DB00855,P20618
DB00855,P20813
DB00855,P23381
DB00855,P25092
DB00855,P25116
DB00855,P25815
DB00855,P28062
DB00855,P28065
DB00855,P28074
DB00855,P30518
DB00855,P30559
DB00855,P30872
DB00855,P30988
DB00855,P31391
DB00855,P31639
DB00855,P32238
DB00855,P32239
DB00855,P32245
DB00855,P32745
DB00855,P33032
DB00855,P34981
DB00855,P34998
DB00855,P35346
DB00855,P35610
DB00855,P37088
DB00855,P37288
DB00855,P39900
DB00855,P40306
DB00855,P41968
DB00855,P47901
DB00855,P49146
DB00855,P49354
DB00855,P49356
DB00855,P49916
DB00855,P50135
DB00855,P51168
DB00855,P51172
DB00855,P51681
DB00855,P51788
DB00855,P53396
DB00855,P55157
DB00855,P61073
DB00855,P61626
DB00855,P68133
DB00855,P78348
DB00855,Q01718
DB00855,Q01726
DB00855,Q02643
DB00855,Q04206
DB00855,Q08462
DB00855,Q08828
DB00855,Q13509
DB00855,Q14145
DB00855,Q14534
DB00855,Q15910
DB00855,Q16515
DB00855,Q16602
DB00855,Q16739
DB00855,Q16850
DB00855,Q8TE23
DB00855,Q92800
DB00855,Q92847
DB00855,Q99519
DB00855,Q9H3S4
DB00855,Q9NQX3
DB00855,Q9UEW3
DB00855,Q9UGM6
DB00855,Q9UL51
DB00855,Q9UM07
DB00855,Q9UNN8
DB00855,Q9Y234
DB00855,Q9Y289
DB00855,Q9Y3I0
DB00855,Q9Y3R4
DB00857,O00142
DB00857,O00244
DB00857,O00764
DB00857,O14980
DB00857,O43766
DB00857,O60894
DB00857,O60895
DB00857,O60896
DB00857,O95622
DB00857,P01350
DB00857,P04156
DB00857,P06280
DB00857,P07098
DB00857,P08174
DB00857,P08473
DB00857,P09110
DB00857,P11413
DB00857,P14207
DB00857,P15144
DB00857,P15328
DB00857,P16066
DB00857,P16233
DB00857,P16444
DB00857,P18858
DB00857,P19634
DB00857,P19801
DB00857,P19971
DB00857,P20594
DB00857,P23381
DB00857,P25092
DB00857,P25815
DB00857,P28062
DB00857,P28065
DB00857,P30531
DB00857,P30559
DB00857,P30872
DB00857,P30874
DB00857,P30988
DB00857,P31391
DB00857,P32238
DB00857,P32239
DB00857,P32245
DB00857,P32745
DB00857,P33032
DB00857,P34981
DB00857,P34998
DB00857,P35346
DB00857,P35610
DB00857,P39900
DB00857,P40306
DB00857,P41968
DB00857,P43220
DB00857,P47901
DB00857,P49146
DB00857,P49721
DB00857,P49916
DB00857,P51681
DB00857,P51788
DB00857,P53396
DB00857,P61073
DB00857,P61626
DB00857,P68133
DB00857,P78348
DB00857,Q01718
DB00857,Q01726
DB00857,Q02643
DB00857,Q08462
DB00857,Q08828
DB00857,Q16515
DB00857,Q16850
DB00857,Q8TE23
DB00857,Q92847
DB00857,Q92911
DB00857,Q99519
DB00857,Q9H3S4
DB00857,Q9NQX3
DB00857,Q9UEW3
DB00857,Q9UGM6
DB00857,Q9UL51
DB00857,Q9UNN8
DB00857,Q9Y234
DB00857,Q9Y289
DB00857,Q9Y3I0
DB00857,Q9Y3R4
DB00872,O00142
DB00872,O00244
DB00872,O14746
DB00872,O14980
DB00872,O43766
DB00872,O60502
DB00872,O60894
DB00872,O60895
DB00872,O60896
DB00872,P09110
DB00872,P11168
DB00872,P11413
DB00872,P13716
DB00872,P16444
DB00872,P19971
DB00872,P20594
DB00872,P23381
DB00872,P25815
DB00872,P30531
DB00872,P30988
DB00872,P31327
DB00872,P32238
DB00872,P32239
DB00872,P32245
DB00872,P32754
DB00872,P33032
DB00872,P34981
DB00872,P34998
DB00872,P35610
DB00872,P39900
DB00872,P41968
DB00872,P49146
DB00872,P50135
DB00872,P53396
DB00872,P61626
DB00872,P68133
DB00872,Q01718
DB00872,Q01726
DB00872,Q02643
DB00872,Q04206
DB00872,Q14145
DB00872,Q8TE23
DB00872,Q92847
DB00872,Q9H3S4
DB00872,Q9NQX3
DB00872,Q9UEW3
DB00872,Q9UGM6
DB00872,Q9UL51
DB00872,Q9Y234
DB00872,Q9Y289
DB00872,Q9Y3I0
DB00883,O00142
DB00883,O00764
DB00883,O14980
DB00883,O43614
DB00883,O43766
DB00883,O60502
DB00883,O60894
DB00883,O60895
DB00883,O60896
DB00883,O75874
DB00883,P01889
DB00883,P04156
DB00883,P06280
DB00883,P07098
DB00883,P08174
DB00883,P09110
DB00883,P11168
DB00883,P11387
DB00883,P14207
DB00883,P15144
DB00883,P15328
DB00883,P16233
DB00883,P16444
DB00883,P18858
DB00883,P19971
DB00883,P20618
DB00883,P20813
DB00883,P23381
DB00883,P25092
DB00883,P25116
DB00883,P25815
DB00883,P28062
DB00883,P28065
DB00883,P30872
DB00883,P30874
DB00883,P30988
DB00883,P31327
DB00883,P31391
DB00883,P32238
DB00883,P32245
DB00883,P32745
DB00883,P32754
DB00883,P33032
DB00883,P34981
DB00883,P34998
DB00883,P35346
DB00883,P35610
DB00883,P39900
DB00883,P40306
DB00883,P41968
DB00883,P47901
DB00883,P49354
DB00883,P49356
DB00883,P49721
DB00883,P49916
DB00883,P51681
DB00883,P51788
DB00883,P55157
DB00883,P61073
DB00883,P61626
DB00883,P68133
DB00883,Q01726
DB00883,Q02643
DB00883,Q08462
DB00883,Q13509
DB00883,Q14145
DB00883,Q14534
DB00883,Q15910
DB00883,Q16602
DB00883,Q16850
DB00883,Q8TE23
DB00883,Q92800
DB00883,Q92847
DB00883,Q92911
DB00883,Q99519
DB00883,Q9H3S4
DB00883,Q9NQX3
DB00883,Q9UEW3
DB00883,Q9UGM6
DB00883,Q9UL51
DB00883,Q9UM07
DB00883,Q9Y234
DB00883,Q9Y289
DB00883,Q9Y3I0
DB00883,Q9Y3R4
DB00906,O00142
DB00906,O00244
DB00906,O14980
DB00906,O43766
DB00906,O60502
DB00906,O60894
DB00906,O60895
DB00906,O60896
DB00906,O75874
DB00906,O95622
DB00906,P00749
DB00906,P01350
DB00906,P04156
DB00906,P06280
DB00906,P08174
DB00906,P08473
DB00906,P09110
DB00906,P11168
DB00906,P11413
DB00906,P14207
DB00906,P15144
DB00906,P16066
DB00906,P16444
DB00906,P18858
DB00906,P19634
DB00906,P19801
DB00906,P19971
DB00906,P20594
DB00906,P20618
DB00906,P20813
DB00906,P25092
DB00906,P25116
DB00906,P25815
DB00906,P28062
DB00906,P28065
DB00906,P28074
DB00906,P30411
DB00906,P30518
DB00906,P30559
DB00906,P30988
DB00906,P31327
DB00906,P32238
DB00906,P32245
DB00906,P32754
DB00906,P33032
DB00906,P34981
DB00906,P35610
DB00906,P37088
DB00906,P37288
DB00906,P39900
DB00906,P40306
DB00906,P41968
DB00906,P43220
DB00906,P47901
DB00906,P49354
DB00906,P49356
DB00906,P49721
DB00906,P49916
DB00906,P50135
DB00906,P51168
DB00906,P51170
DB00906,P51172
DB00906,P51681
DB00906,P51788
DB00906,P53396
DB00906,P55157
DB00906,P61073
DB00906,P61626
DB00906,P68133
DB00906,P78348
DB00906,Q01726
DB00906,Q02643
DB00906,Q04206
DB00906,Q08462
DB00906,Q08828
DB00906,Q13509
DB00906,Q14145
DB00906,Q14534
DB00906,Q15910
DB00906,Q16515
DB00906,Q16602
DB00906,Q16739
DB00906,Q16850
DB00906,Q8TE23
DB00906,Q92800
DB00906,Q92847
DB00906,Q92911
DB00906,Q99519
DB00906,Q9H3S4
DB00906,Q9UEW3
DB00906,Q9UL51
DB00906,Q9UM07
DB00906,Q9UNN8
DB00906,Q9Y234
DB00906,Q9Y289
DB00906,Q9Y3I0
DB00906,Q9Y3R4
DB00973,O00142
DB00973,O00244
DB00973,O00764
DB00973,O14980
DB00973,O43613
DB00973,O43614
DB00973,O43766
DB00973,O60502
DB00973,O60894
DB00973,O60895
DB00973,O60896
DB00973,O75874
DB00973,O95622
DB00973,P00749
DB00973,P01350
DB00973,P04156
DB00973,P06280
DB00973,P07098
DB00973,P08174
DB00973,P09110
DB00973,P11168
DB00973,P11413
DB00973,P13716
DB00973,P14207
DB00973,P15328
DB00973,P16233
DB00973,P16444
DB00973,P18858
DB00973,P19801
DB00973,P19971
DB00973,P20594
DB00973,P20618
DB00973,P23381
DB00973,P25092
DB00973,P25116
DB00973,P25815
DB00973,P28062
DB00973,P28065
DB00973,P28074
DB00973,P30518
DB00973,P30531
DB00973,P30559
DB00973,P30872
DB00973,P30874
DB00973,P30988
DB00973,P31391
DB00973,P32238
DB00973,P32239
DB00973,P32245
DB00973,P32745
DB00973,P33032
DB00973,P34981
DB00973,P34998
DB00973,P35346
DB00973,P37288
DB00973,P39900
DB00973,P40306
DB00973,P41968
DB00973,P43220
DB00973,P47901
DB00973,P49146
DB00973,P49354
DB00973,P49356
DB00973,P49721
